0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0,0,0.78697383,0,0,0.000469644,0,0,0.5025219,0,0,-0.1053704,0,0,0.676798,0,0,1.0451604,0,0,-1.0620902,0,0,-1.1320758,0,0,0.4757018,0,0,-0.48708463,0,0,-0.3915463,0,0,-0.63020414,0,0,-0.007112026,0,0,-1.1348127,0,0,-0.389589,0,0,0.66579914,0,0,0.28250432,0,0,0.28397596,0,0,0.07641959,0,0,-0.89614433
0,0,-0.50935507,0,0,-1.1294088,0,0,0.2548424,0,0,-1.2047606,0,0,0.57985604,0,0,-0.9694625,0,0,-1.0149847,0,0,-0.5991237,0,0,0.33681023,0,0,0.5724511,0,0,-0.3139196,0,0,-0.96226525,0,0,-1.0823177,0,0,0.07183242,0,0,-0.3125028,0,0,0.3501798,0,0,1.21865,0,0,0.28394032,0,0,-0.06325519,0,0,-1.2040834
0,0,0.85929024,0,0,1.6868823,0,0,0.26329613,0,0,-0.87989706,0,0,-0.45758778,0,0,0.48623526,0,0,0.3410008,0,0,-0.55215436,0,0,-0.4832527,0,0,1.1524655,0,0,-0.05063367,0,0,1.0829948,0,0,-0.70754784,0,0,-0.5296308,0,0,0.15407956,0,0,0.9765264,0,0,-0.07533908,0,0,1.1875428,0,0,-0.25519043,0,0,-0.45371962
0,0,0.39877737,0,0,0.5986257,0,0,-0.18648708,0,0,0.36824477,0,0,0.62406766,0,0,0.18954754,0,0,-0.7417676,0,0,1.0785221,0,0,-0.35731375,0,0,0.6722357,0,0,-1.1143054,0,0,-0.02638328,0,0,0.94196326,0,0,0.6062827,0,0,-0.71916544,0,0,-0.018387914,0,0,-0.051318407,0,0,1.142733,0,0,0.54085565,0,0,0.8341533
0,0,0,0,0,-0.12825872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.46963742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005125761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.46056557,0,0,-0.692722,0,0,-0.9445218,0,0,-0.8403553,0,0,0.32441032,0,0,-0.47119302,0,0,-1.1483047,0,0,-0.2182393,0,0,0.63600326,0,0,0.9028157,0,0,1.1697515,0,0,0.272552,0,0,0.001855373,0,0,0.537876,0,0,-0.8418194,0,0,-0.9403242,0,0,-0.71754193,0,0,0.48299134,0,0,1.0418347,0,0,-0.5962154
0,0,0.5895709,0,0,0.967622,0,0,1.1790322,0,0,-0.93149376,0,0,0.11212695,0,0,0.037364244,0,0,1.049415,0,0,-0.5652705,0,0,0.42626822,0,0,-0.8882445,0,0,0.41024256,0,0,0.64144003,0,0,-0.010710359,0,0,0.4890151,0,0,1.1369432,0,0,1.2136341,0,0,-0.48830843,0,0,0.08477104,0,0,1.1981307,0,0,-1.0276661
0,0,1.0309893,0,0,-1.0777973,0,0,-1.028157,0,0,-0.83073854,0,0,0.82380736,0,0,0.77522373,0,0,0.16476381,0,0,0.1383853,0,0,1.0282723,0,0,-1.0918373,0,0,0.86753356,0,0,0.55391634,0,0,-1.0725144,0,0,-0.5027254,0,0,1.2009517,0,0,0.9732224,0,0,0.3730185,0,0,-0.516507,0,0,-0.2185483,0,0,0.53023493
0,0,1.0507458,0,0,0.57888746,0,0,-1.094463,0,0,-0.3468697,0,0,0.12863505,0,0,-1.0684211,0,0,0.703117,0,0,0.37448406,0,0,0.6845399,0,0,1.1695164,0,0,-0.85523456,0,0,0.95675933,0,0,0.30166367,0,0,0.5319878,0,0,-1.1055279,0,0,0.80919325,0,0,-0.95543504,0,0,-0.5456515,0,0,-0.00139904,0,0,1.1192416
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.02785115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005126101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-1.0948064,0,0,-1.0792477,0,0,-0.18719804,0,0,0.16083443,0,0,-0.62509,0,0,-0.5181706,0,0,1.0309879,0,0,-1.1457342,0,0,0.839677,0,0,-0.91422915,0,0,-0.19981194,0,0,0.22165132,0,0,-0.8261906,0,0,0.50062764,0,0,0.5340363,0,0,0.152305,0,0,0.13187921,0,0,-0.57988375,0,0,-1.0892061,0,0,-0.5690367
0,0,0.7828399,0,0,-0.54033965,0,0,0.20041788,0,0,1.1430782,0,0,-0.9952197,0,0,1.121173,0,0,0.915326,0,0,-1.094267,0,0,0.5759697,0,0,-0.4452355,0,0,0.092650175,0,0,0.46268523,0,0,-1.0395138,0,0,-1.0883269,0,0,-0.7823106,0,0,0.71377456,0,0,1.1977466,0,0,-0.23704982,0,0,0.52846575,0,0,0.25305593
0,0,0.9309186,0,0,0.6802928,0,0,0.8517858,0,0,0.16983128,0,0,0.12905288,0,0,0.25791156,0,0,0.55956805,0,0,-0.8333522,0,0,-0.88829297,0,0,-1.0751257,0,0,-0.21173584,0,0,0.35010862,0,0,-0.07625139,0,0,-0.66760725,0,0,-0.57826257,0,0,0.52917266,0,0,-1.0429317,0,0,0.7980696,0,0,0.2849989,0,0,0.277017
0,0,-0.8095372,0,0,-1.0230694,0,0,1.0944241,0,0,-0.27416265,0,0,-0.81585836,0,0,-0.5398713,0,0,0.861616,0,0,0.34672666,0,0,0.91140616,0,0,1.2147466,0,0,-0.21133232,0,0,0.14459932,0,0,1.097578,0,0,0.6397456,0,0,-1.0592434,0,0,0.6464336,0,0,-1.1908056,0,0,0.48549294,0,0,0.74581647,0,0,0.81754005
0,0,0,0,0,-0.023999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005126085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.64021194,0,0,0.4996754,0,0,0.70105875,0,0,-0.99679065,0,0,1.1352428,0,0,0.04583609,0,0,-0.009251833,0,0,-0.23078579,0,0,-0.113901496,0,0,-0.2329951,0,0,-0.3083821,0,0,1.0443085,0,0,0.26919985,0,0,-1.0882378,0,0,-0.5439348,0,0,0.05266106,0,0,0.28984785,0,0,-0.2260536,0,0,0.3560394,0,0,1.0487617
0,0,0.19476652,0,0,-0.58443546,0,0,-1.027153,0,0,1.1192213,0,0,-0.5561159,0,0,-0.16474521,0,0,0.60515654,0,0,0.8583094,0,0,-0.43074667,0,0,0.28255212,0,0,0.2546625,0,0,0.3025955,0,0,-0.29266506,0,0,0.7805582,0,0,0.23758948,0,0,-0.117655516,0,0,-0.916913,0,0,-1.1154144,0,0,-0.4817267,0,0,0.86010015
0,0,-0.002800584,0,0,0.14729226,0,0,-0.6648922,0,0,0.76286936,0,0,-0.4523341,0,0,-0.8908793,0,0,0.6320878,0,0,0.9811324,0,0,-0.21018326,0,0,0.45810902,0,0,-0.7097939,0,0,0.11476672,0,0,0.21358772,0,0,0.27237713,0,0,-0.66698414,0,0,-0.022491693,0,0,0.9788424,0,0,-0.6236198,0,0,-0.99260044,0,0,1.2242371
0,0,0.7319201,0,0,1.072708,0,0,-0.47140586,0,0,-0.20427728,0,0,0.4157561,0,0,0.64632845,0,0,1.0489224,0,0,1.1510843,0,0,-0.96415627,0,0,0.22737348,0,0,0.66194713,0,0,-0.63347894,0,0,-0.04425025,0,0,0.93618953,0,0,-0.8599988,0,0,1.2169493,0,0,0.98781455,0,0,-0.6477707,0,0,0.18705356,0,0,-0.054089308
0,0,0,0,0,-0.023566153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005126214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.41704273,0,0,0.12884636,0,0,0.2641245,0,0,0.06669319,0,0,1.2779454,0,0,0.68985116,0,0,1.3996803,0,0,-0.15789485,0,0,1.1789674,0,0,0.76721823,0,0,-1.218256,0,0,0.56044996,0,0,-0.9221258,0,0,0.84777296,0,0,0.24751496,0,0,-0.96513116,0,0,-0.27429163,0,0,0.376634,0,0,0.36601734,0,0,-0.53147715
0,0,1.1726073,0,0,1.1776193,0,0,-0.27976096,0,0,0.7595645,0,0,-0.5106354,0,0,-0.3703444,0,0,-0.34760356,0,0,1.3315092,0,0,-0.7489269,0,0,0.13939881,0,0,1.1511265,0,0,-0.85219103,0,0,0.05146706,0,0,-0.83638495,0,0,-0.49297446,0,0,-0.061695218,0,0,0.5039047,0,0,0.4803878,0,0,-0.6996306,0,0,-0.3885548
0,0,0.12618463,0,0,0.113505684,0,0,0.12259628,0,0,0.12974566,0,0,0.122198045,0,0,0.12480003,0,0,0.12936305,0,0,0.118803,0,0,0.120315604,0,0,0.13124917,0,0,0.122071356,0,0,0.12506768,0,0,0.12327595,0,0,0.14040433,0,0,0.115302086,0,0,0.12958924,0,0,0.13084623,0,0,0.118091,0,0,0.12457947,0,0,0.11807253
