0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.41372898,0.35613462,-0.3811323,-1.5081435,-0.7049617,-0.22729069,0.54455304,0.53493196,-0.712296,1.6214919,1.5485432,0.5520859,-0.66618466,-0.19062153,0.13952489,0.8132446,-1.0386024,-0.126584,-0.65800506,-0.50231636,-0.7168615,0.15772115,0.23472983,-0.5472142,0.78102607,-0.040982377,0.37865353,-1.0353552,1.2280618,-0.38827974
0.3813413,0.34031633,0.6847149,-0.67272466,0.21458988,0.67935956,-0.6788995,0.031090645,0.27284527,-0.3713329,0.3634351,0.7144292,1.0459776,-0.33098847,0.23392239,0.48987675,0.9423737,-0.25414056,-0.093647316,-0.099235535,-0.09874469,1.1215171,0.86839706,-0.62063336,0.7465934,-1.5586073,-0.61145616,-0.48998407,-0.47728854,0.62351274
1.3936552,0.2924111,0.28610298,-0.3262465,1.3245808,-0.7588632,-0.7447642,-0.37396032,-0.35503137,0.9453585,-0.7063239,0.33864558,-0.47881842,-0.25208157,-0.27169183,-0.66699356,1.6864717,-0.43605876,0.9738143,-0.013236662,-0.2797552,-0.3481529,1.2636907,0.36762238,0.95863384,-0.3072958,0.50896585,1.1493058,1.2563965,0.40644288
0.35419622,-0.5939648,-0.6201414,1.2941306,-0.4547515,0.09548384,-0.013467732,0.4237097,0.07647747,-0.091011144,-0.61028796,-0.45412493,-0.049613465,1.8193513,-0.19248556,0.52938074,-0.90005934,0.422611,-0.8441085,0.39596242,-0.13500553,-0.95221454,1.9155654,-0.21714097,0.6707574,1.4838731,0.401595,0.25520158,0.61764914,-0.4795998
0.8228847,0.47231692,0.44130066,0.046765327,0.1034649,0.39203036,-1.2149584,-0.17672645,-0.70118046,0.56595874,-0.3219291,-0.57427144,0.15242013,0.08956658,0.058464885,-1.3626904,0.31367758,-0.1916312,-0.3603501,-0.056081235,-0.043718696,0.27398825,-0.10929924,0.35082233,1.4194742,0.20173322,0.0985927,0.24220176,-1.789303,0.23856223
0.6492361,-0.14756335,-0.17179638,0.56941265,1.2688589,0.60229933,-0.51817405,0.42752323,-0.75488245,-0.6849545,0.16796388,-0.49711835,0.5789068,1.6400852,-0.5332449,-0.3826676,-0.6621243,-0.47503933,-0.180983,-0.65644544,0.36037874,0.09959621,0.474374,0.6585684,-1.6227027,0.9421095,0.1522674,0.22339633,-0.034062646,0.3739612
0.15833592,-0.59722775,-0.4478861,-0.036841094,1.7494417,-0.4099903,0.23267798,0.096451275,0.5176672,0.07937527,-0.069058344,0.72494453,-1.5693321,-0.71512824,0.5167625,-0.76225555,0.94188887,-0.4664348,0.50189626,-0.743618,-0.04500389,-0.16763766,1.400108,-0.3522684,0.57220775,1.429745,-0.753362,-0.26390207,-0.6864995,0.19074178
-0.59563273,-0.6002087,0.70254046,0.000436783,-0.18790781,-0.3363362,0.09136326,0.21134043,-0.164222,-0.15061553,-0.23512441,-0.42414138,-0.6626357,-0.22026134,0.26929352,0.068735,-0.43883577,-0.22050178,0.29825562,0.36211276,0.013222933,-0.28967783,-1.2140825,-0.31045502,-0.16761053,-0.024178468,0.07311636,-0.56294477,0.2103123,0.68353295
0.4223356,0.42860237,-0.5198776,0.19328874,0.26601794,0.7676116,0.5118145,0.06855486,0.081037164,0.27539018,-0.030946443,-0.093186386,-0.6262755,-0.010394259,-0.06013236,0.054108255,1.1054251,0.1503964,0.14126591,-0.46209487,-0.30563456,0.35991478,-0.5115263,0.057848454,0.3240709,-1.467883,0.5547159,-0.007779912,-1.0825479,-0.16488683
